keynumber,comment_id,match_id,match_name,home_team,away_team,current_innings,innings_id,overs,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text
142,22050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,3,5,0,"Bumrah to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,14,11,625383,Jasprit Bumrah,0.5,0,4,0,348144,Babar Azam,8,6,481896,Mohammed Shami,1,0,8,0,0,0,0,0,0,0,0,"offcutter at a length outside off, gets forward and pushes into the covers. Wants to sneak a run, sent back with a raucous call"
143,22060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,3,6,0,"Bumrah to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,14,12,625383,Jasprit Bumrah,1,0,4,0,348144,Babar Azam,8,6,481896,Mohammed Shami,1,0,8,0,0,0,0,0,0,0,0,<B>lovely.</b> Nails the yorker at off stump and Rizwan can't do more than push this back at the bowler
144,23010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,1,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,9,7,1108375,Varun Chakravarthy,0.1,0,1,0,323389,Mohammad Rizwan,14,12,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"good length outside off, drives to extra cover's right. Kohli leaps but parries it behind mid-off"
145,23020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,2,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,15,13,1108375,Varun Chakravarthy,0.2,0,2,0,348144,Babar Azam,9,7,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"full and just outside off, shuffles and jams this to deep midwicket with a sweep"
146,23030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,3,0,"Varun to Babar Azam, no run",0,0,0,348144,Babar Azam,9,8,1108375,Varun Chakravarthy,0.3,0,2,0,323389,Mohammad Rizwan,15,13,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"short of a length and tight at off stump, backs away for the cut and finds Jadeja doing Jadeja things there at point. Dive, recovery, throw, direct hit. All in a second"
147,23040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,4,0,"Varun to Babar Azam, no run",0,0,0,348144,Babar Azam,9,9,1108375,Varun Chakravarthy,0.4,0,2,0,323389,Mohammad Rizwan,15,13,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"good length outside off, chopped straight to short third"
148,23050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,5,0,"Varun to Babar Azam, no run",0,0,0,348144,Babar Azam,9,10,1108375,Varun Chakravarthy,0.5,0,2,0,323389,Mohammad Rizwan,15,13,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"<B>beaten on the cut.</b> Short of a length, gripping and rising outside off. He's itching to cut this but loses his shape"
149,23060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,4,6,0,"Varun to Babar Azam, no run",0,0,0,348144,Babar Azam,9,11,1108375,Varun Chakravarthy,1,0,2,0,323389,Mohammad Rizwan,15,13,625383,Jasprit Bumrah,1,0,4,0,0,0,0,0,0,0,0,"good length and turning into leg stump, looks to whip off the back foot and cops it on the pad"
150,24010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,1,1,"Mohammed Shami to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,16,14,481896,Mohammed Shami,1.1,0,9,0,348144,Babar Azam,9,11,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,"good length and into leg stump, whipped out to deep square"
151,24020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,2,0,"Mohammed Shami to Babar Azam, no run",0,0,0,348144,Babar Azam,9,12,481896,Mohammed Shami,1.2,0,9,0,323389,Mohammad Rizwan,16,14,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,"<b>another dot ball.</b> Short of a length cutter just outside off, opens the face to try and run that past short third. Inside edge towards the keeper"
152,24030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,3,4,"Mohammed Shami to Babar Azam, FOUR",1,0,0,348144,Babar Azam,13,13,481896,Mohammed Shami,1.3,0,13,0,323389,Mohammad Rizwan,16,14,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,<b>lofted</b> to the wide long-on boundary. Graceful as ever. Not a great ball though. Full and into leg stump. He leans in and offers the full face as he chips it wide of mid-on
153,24040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,4,1,"Mohammed Shami to Babar Azam, 1 run",0,0,0,348144,Babar Azam,14,14,481896,Mohammed Shami,1.4,0,14,0,323389,Mohammad Rizwan,16,14,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,"offcutter at a length on leg stump, flicked to deep square's left"
154,24050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,5,4,"Mohammed Shami to Mohammad Rizwan, FOUR",1,0,0,323389,Mohammad Rizwan,20,15,481896,Mohammed Shami,1.5,0,18,0,348144,Babar Azam,14,14,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,"<b>blazed behind deep square!</b> Wow, that's sensational timing against a slower ball. Offcutter, short of a length and at waist height. Gets really low in the crouch and swipes across this to get it into the boundary, along the turf"
155,24060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,5,6,1,"Mohammed Shami to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,21,16,481896,Mohammed Shami,2,0,19,0,348144,Babar Azam,14,14,1108375,Varun Chakravarthy,1,0,2,0,0,0,0,0,0,0,0,"full and into the pads, flicked to deep square"
156,25020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,1,2,"Kumar to Mohammad Rizwan, 2 runs",0,0,0,323389,Mohammad Rizwan,23,17,326016,Bhuvneshwar Kumar,1.1,0,13,0,348144,Babar Azam,14,14,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"legcutter, dug into the pitch at middle stump. Waits on it and pulls to deep square's right. Comes back for the second and completes it with a huge dive"
157,25010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,1,1,"Kumar to Mohammad Rizwan, 1 wide",0,1,0,323389,Mohammad Rizwan,21,16,326016,Bhuvneshwar Kumar,1,0,11,0,348144,Babar Azam,14,14,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"good length and down leg side, beaten on the flick"
158,25030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,2,1,"Kumar to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,24,18,326016,Bhuvneshwar Kumar,1.2,0,14,0,348144,Babar Azam,14,14,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"legcutter again on leg stump, skids straight on. Flicked out to deep square"
159,25040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,3,1,"Kumar to Babar Azam, 1 run",0,0,0,348144,Babar Azam,15,15,326016,Bhuvneshwar Kumar,1.3,0,15,0,323389,Mohammad Rizwan,24,18,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"good length and tight at off stump, defended onto the pad off the inside edge for a single on the off side"
160,25050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,4,1,"Kumar to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,25,19,326016,Bhuvneshwar Kumar,1.4,0,16,0,348144,Babar Azam,15,15,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"legcutter at off stump, good length, pushed into the covers with soft hands"
161,25060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,5,2,"Kumar to Babar Azam, 2 runs",0,0,0,348144,Babar Azam,17,16,326016,Bhuvneshwar Kumar,1.5,0,18,0,323389,Mohammad Rizwan,25,19,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"legcutter again, good length at leg stump, deep in the crease and flicks to deep square's left"
162,25070,1273727,INDIA v PAK,INDIA,PAK,PAK,2,6,6,0,"Kumar to Babar Azam, no run",0,0,0,348144,Babar Azam,17,17,326016,Bhuvneshwar Kumar,2,0,18,0,323389,Mohammad Rizwan,25,19,481896,Mohammed Shami,2,0,19,0,0,0,0,0,0,0,0,"good length at off stump, defended into the leg side off the back foot"
163,26010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,1,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,26,20,234675,Ravindra Jadeja,0.1,0,1,0,348144,Babar Azam,17,17,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"good length and turning away a touch outside off, gets deep in the crease and whips it to long-on"
164,26020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,2,0,"Jadeja to Babar Azam, no run",0,0,0,348144,Babar Azam,17,18,234675,Ravindra Jadeja,0.2,0,1,0,323389,Mohammad Rizwan,26,20,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"good length and skidding on with the arm, looks to drive on the rise through cover, it comes off the inside half and trickles down the pitch"
165,26030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,3,0,"Jadeja to Babar Azam, no run",0,0,0,348144,Babar Azam,17,19,234675,Ravindra Jadeja,0.3,0,1,0,323389,Mohammad Rizwan,26,20,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"good length at off stump, pushed back to the bowler"
166,26040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,4,0,"Jadeja to Babar Azam, no run",0,0,0,348144,Babar Azam,17,20,234675,Ravindra Jadeja,0.4,0,1,0,323389,Mohammad Rizwan,26,20,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"good length and pushed into the midwicket region, Jadeja sprints across to get to it. Slips awkwardly as he does it but back on his feet"
167,26050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,5,1,"Jadeja to Babar Azam, 1 run",0,0,0,348144,Babar Azam,18,21,234675,Ravindra Jadeja,0.5,0,2,0,323389,Mohammad Rizwan,26,20,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"full and into leg stump, gets forward and flicks to deep midwicket"
168,26060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,7,6,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,27,21,234675,Ravindra Jadeja,1,0,3,0,348144,Babar Azam,18,21,326016,Bhuvneshwar Kumar,2,0,18,0,0,0,0,0,0,0,0,"short and wide outside off, reaches out and pushes to backward point on the bounce"
169,27010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,1,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,28,22,1108375,Varun Chakravarthy,1.1,0,3,0,348144,Babar Azam,18,21,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"full and just outside off, leans in and drives to sweeper's left"
170,27020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,2,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,19,22,1108375,Varun Chakravarthy,1.2,0,4,0,323389,Mohammad Rizwan,28,22,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"short of a length outside off, backs away and punches to sweeper cover"
171,27040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,3,0,"Varun to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,28,23,1108375,Varun Chakravarthy,1.3,0,5,0,348144,Babar Azam,19,22,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"good length, turning away from middle stump, defended on the front foot"
172,27030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,3,1,"Varun to Mohammad Rizwan, 1 wide",0,1,0,323389,Mohammad Rizwan,28,22,1108375,Varun Chakravarthy,1.2,0,5,0,348144,Babar Azam,19,22,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"good length and grip, turning down leg though and past the flick"
173,27050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,4,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,29,24,1108375,Varun Chakravarthy,1.4,0,6,0,348144,Babar Azam,19,22,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"good length outside off, flicked hurriedly down to long-on"
174,27060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,5,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,20,23,1108375,Varun Chakravarthy,1.5,0,7,0,323389,Mohammad Rizwan,29,24,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"good length and skidding on at off stump, backs away and punches to sweeper cover"
175,27070,1273727,INDIA v PAK,INDIA,PAK,PAK,2,8,6,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,30,25,1108375,Varun Chakravarthy,2,0,8,0,348144,Babar Azam,20,23,234675,Ravindra Jadeja,1,0,3,0,0,0,0,0,0,0,0,"good length and into leg stump, gets deep in the crease and nudges it through midwicket"
176,28010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,1,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,31,26,234675,Ravindra Jadeja,1.1,0,4,0,348144,Babar Azam,20,23,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"short and wide outside off, cut to sweeper cover"
177,28020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,2,1,"Jadeja to Babar Azam, 1 run",0,0,0,348144,Babar Azam,21,24,234675,Ravindra Jadeja,1.2,0,5,0,323389,Mohammad Rizwan,31,26,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"good length at off stump, driven on the rise to sweeper cover"
178,28030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,3,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,32,27,234675,Ravindra Jadeja,1.3,0,6,0,348144,Babar Azam,21,24,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"good length outside off, leans in and drives with the turn to long-off"
179,28040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,4,0,"Jadeja to Babar Azam, no run",0,0,0,348144,Babar Azam,21,25,234675,Ravindra Jadeja,1.4,0,6,0,323389,Mohammad Rizwan,32,27,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"short of a length outside off, steps out and mistimes a punch to Kohli at extra cover, who whips a throw a back at the keeper"
180,28050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,5,6,"Jadeja to Babar Azam, SIX",1,0,0,348144,Babar Azam,27,26,234675,Ravindra Jadeja,1.5,0,12,0,323389,Mohammad Rizwan,32,27,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"<b>clubs it over deep midwicket!</b> First boundary in four overs, and it's a maximum. This is dropped marginally short at middle stump and Babar swivels and hits with the intention of clearing the shorter side. And he does"
181,28060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,9,6,1,"Jadeja to Babar Azam, 1 run",0,0,0,348144,Babar Azam,28,27,234675,Ravindra Jadeja,2,0,13,0,323389,Mohammad Rizwan,32,27,1108375,Varun Chakravarthy,2,0,8,0,0,0,0,0,0,0,0,"good length and turning away outside off, deep in the crease to punch that to sweeper cover"
182,29010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,1,4,"Varun to Babar Azam, FOUR",1,0,0,348144,Babar Azam,32,28,1108375,Varun Chakravarthy,2.1,0,12,0,323389,Mohammad Rizwan,32,27,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"<b>not in control</b> but safe. Short and wide, perhaps gets too far under this as he gets deep in the crease and reaches out. He gets in the gap he was looking for - between point and short third - but it was off a thick outside edge. But a nice start to the over"
183,29020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,2,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,33,29,1108375,Varun Chakravarthy,2.2,0,13,0,323389,Mohammad Rizwan,32,27,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"good length outside off, driven past the bowler to long-off"
184,29030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,3,2,"Varun to Mohammad Rizwan, 2 runs",0,0,0,323389,Mohammad Rizwan,34,28,1108375,Varun Chakravarthy,2.3,0,15,0,348144,Babar Azam,33,29,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"<B>they steal a second from long-on!</b> Short of a length outside off, he shuffles into line and expertly pushes this wide of SKY with soft hands and Babar calls decisively"
185,29040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,4,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,35,29,1108375,Varun Chakravarthy,2.4,0,16,0,348144,Babar Azam,33,29,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"<b>direct hit at the non-striker's end.</b> Rizwan was diving. And he was doing it awkwardly, but he's just about made it. Length ball at middle stump, shuffles and turns to short fine. When he dives, the bat is almost upright, like it is when they pat the pitch in between balls. And that is when he's falling. So the bat has to come down to the floor even though the line of it is past the crease. Thankfully for him, it comes down in time. Bhuvneshwar with the direct hit"
186,29050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,5,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,34,30,1108375,Varun Chakravarthy,2.5,0,17,0,323389,Mohammad Rizwan,35,29,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"good length outside off, shuffles and whips through midwicket off the back foot"
187,29060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,10,6,0,"Varun to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,348144,Babar Azam,34,30,234675,Ravindra Jadeja,2,0,13,0,0,0,0,0,0,0,0,"good length at middle stump, shuffles and thinks of the sweep, checks it and offers the full face on the defence"
188,210010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,1,2,"Bumrah to Babar Azam, 2 runs",0,0,0,348144,Babar Azam,36,31,625383,Jasprit Bumrah,1.1,0,6,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"back of a length, angling into middle and leg, spotting the batter looking to make room. Manages to chop it to the right of the diving backward point fielder, and they pick up two by the time deep point runs around"
189,210020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,2,4,"Bumrah to Babar Azam, FOUR",1,0,0,348144,Babar Azam,40,32,625383,Jasprit Bumrah,1.2,0,10,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"not the best ball Bumrah has ever bowled. A wide half-volley, and Babar frees his arms to lift it over the leaping fielder at extra-cover, and to the left of mid-off"
190,210030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,3,0,"Bumrah to Babar Azam, no run",0,0,0,348144,Babar Azam,40,33,625383,Jasprit Bumrah,1.3,0,10,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"back of a length on off stump, uses his wrists to clip that to midwicket"
191,210040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,4,0,"Bumrah to Babar Azam, no run",0,0,0,348144,Babar Azam,40,34,625383,Jasprit Bumrah,1.4,0,10,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"yorker, very close to off stump, sneaks under the bat as Babar looks to jam his bat down and squeeze it away through point"
192,210050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,5,2,"Bumrah to Babar Azam, 2 runs",0,0,0,348144,Babar Azam,42,35,625383,Jasprit Bumrah,1.5,0,12,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"goes for the off-stump yorker again, underpitches a little, and Babar clears his front leg to manufacture a bit of room for a wristy chip over the bowler's head"
193,210060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,11,6,1,"Bumrah to Babar Azam, 1 run",0,0,0,348144,Babar Azam,43,36,625383,Jasprit Bumrah,2,0,13,0,323389,Mohammad Rizwan,35,30,1108375,Varun Chakravarthy,3,0,17,0,0,0,0,0,0,0,0,"wide length ball, looks to slash it away off the front foot and gets a thick edge down to deep third"
194,211010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,1,1,"Jadeja to Babar Azam, 1 run",0,0,0,348144,Babar Azam,44,37,234675,Ravindra Jadeja,2.1,0,14,0,323389,Mohammad Rizwan,35,30,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"looks to make room, and Jadeja follows him with a length ball. Clipped quietly to deep midwicket"
195,211020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,2,0,"Jadeja to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,35,31,234675,Ravindra Jadeja,2.2,0,14,0,348144,Babar Azam,44,37,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"length ball sliding on towards off stump, punched back to the bowler. Was playing for turn and looking to go through cover"
196,211030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,3,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,36,32,234675,Ravindra Jadeja,2.3,0,15,0,348144,Babar Azam,44,37,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"pulls his length back slightly and goes wider outside off, and Rizwan gets down on one knee to pull-sweep to deep square leg"
197,211040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,4,1,"Jadeja to Babar Azam, 1 leg bye",0,0,0,348144,Babar Azam,44,38,234675,Ravindra Jadeja,2.4,0,15,0,323389,Mohammad Rizwan,36,32,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"flat, fired down the leg side. Misses the flick and gets a leg bye into the backward point region"
198,211050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,5,2,"Jadeja to Mohammad Rizwan, 2 runs",0,0,0,323389,Mohammad Rizwan,38,33,234675,Ravindra Jadeja,2.5,0,17,0,348144,Babar Azam,44,38,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"flat, a touch short, going with the angle towards off stump, goes deep in his crease to pull into the gap between long-on and deep midwicket"
199,211060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,12,6,0,"Jadeja to Mohammad Rizwan, no run",0,0,0,323389,Mohammad Rizwan,38,34,234675,Ravindra Jadeja,3,0,17,0,348144,Babar Azam,44,38,625383,Jasprit Bumrah,2,0,13,0,0,0,0,0,0,0,0,"looks to create a bit of room and Jadeja fires in a back-of-a-length slider on leg stump. He's cramped for room, and ends up inside-edging his flick into his pad"
200,212010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,1,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,45,39,1108375,Varun Chakravarthy,3.1,0,18,0,323389,Mohammad Rizwan,38,34,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"wrong'un spinning in towards off stump from just back of a length. No room to pull, drags it towards short fine leg off the bottom edge"
201,212020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,2,6,"Varun to Mohammad Rizwan, SIX",1,0,0,323389,Mohammad Rizwan,44,35,1108375,Varun Chakravarthy,3.2,0,24,0,348144,Babar Azam,45,39,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"bam. That's a difficult shot, because it was an awkward length to hit. Went down on one knee premeditatedly for the sweep, and had to almost drag a kneeling pull from outside off stump, just clears the boundary to the right of deep square leg"
202,212030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,3,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,45,36,1108375,Varun Chakravarthy,3.3,0,25,0,348144,Babar Azam,45,39,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"back of a length on off stump, makes room and chops into the point region"
203,212040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,4,6,"Varun to Babar Azam, SIX",1,0,0,348144,Babar Azam,51,40,1108375,Varun Chakravarthy,3.4,0,31,0,323389,Mohammad Rizwan,45,36,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"fifty! Gets there in some style, as Varun bowls a long-hop on off stump, and he quickly opens up at the hip to swat it high over the midwicket boundary. Super shot, super innings from Pakistan's captain"
204,212050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,5,1,"Varun to Babar Azam, 1 run",0,0,0,348144,Babar Azam,52,41,1108375,Varun Chakravarthy,3.5,0,32,0,323389,Mohammad Rizwan,45,36,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"quickish, skids inwards towards middle and leg from just short of a length, and Rizwan goes deep in his crease to muscle towards long-on and bring up Pakistan's 100"
205,212060,1273727,INDIA v PAK,INDIA,PAK,PAK,2,13,6,1,"Varun to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,46,37,1108375,Varun Chakravarthy,4,0,33,0,348144,Babar Azam,52,41,234675,Ravindra Jadeja,3,0,17,0,0,0,0,0,0,0,0,"length ball turning in from outside off, steps towards the ball to clip to long-on"
206,213010,1273727,INDIA v PAK,INDIA,PAK,PAK,2,14,1,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,47,38,234675,Ravindra Jadeja,3.1,0,18,0,348144,Babar Azam,52,41,1108375,Varun Chakravarthy,4,0,33,0,0,0,0,0,0,0,0,"flat, angling into leg stump, swept along the ground to deep backward square leg"
207,213020,1273727,INDIA v PAK,INDIA,PAK,PAK,2,14,2,4,"Jadeja to Babar Azam, FOUR",1,0,0,348144,Babar Azam,56,42,234675,Ravindra Jadeja,3.2,0,22,0,323389,Mohammad Rizwan,47,38,1108375,Varun Chakravarthy,4,0,33,0,0,0,0,0,0,0,0,"drops a touch short on off stump, and that's a superb shot. Shifts his left foot well outside leg stump to create a lot of room, and then swings downwards through the pull and finds the gap to the left of deep midwicket. Swivels through his hips at impact to create serious power"
208,213030,1273727,INDIA v PAK,INDIA,PAK,PAK,2,14,3,1,"Jadeja to Babar Azam, 1 run",0,0,0,348144,Babar Azam,57,43,234675,Ravindra Jadeja,3.3,0,23,0,323389,Mohammad Rizwan,47,38,1108375,Varun Chakravarthy,4,0,33,0,0,0,0,0,0,0,0,"length ball close to off stump, stays leg-side of the ball to punch to sweeper cover"
209,213040,1273727,INDIA v PAK,INDIA,PAK,PAK,2,14,4,1,"Jadeja to Mohammad Rizwan, 1 run",0,0,0,323389,Mohammad Rizwan,48,39,234675,Ravindra Jadeja,3.4,0,24,0,348144,Babar Azam,57,43,1108375,Varun Chakravarthy,4,0,33,0,0,0,0,0,0,0,0,"tossed up outside off, driven to long-off"
210,213050,1273727,INDIA v PAK,INDIA,PAK,PAK,2,14,5,0,"Jadeja to Babar Azam, no run",0,0,0,348144,Babar Azam,57,44,234675,Ravindra Jadeja,3.5,0,24,0,323389,Mohammad Rizwan,48,39,1108375,Varun Chakravarthy,4,0,33,0,0,0,0,0,0,0,0,down the track and Jadeja shortens his length and goes wider. Slashes at it and gets a thick edge to short third
