keynumber,comment_id,match_id,match_name,home_team,away_team,current_innings,innings_id,overs,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text
1,110,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,1,0,"Shaheen Shah Afridi to Rahul, no run",0,0,0,422108,KL Rahul,0,1,1072470,Shaheen Shah Afridi,0.1,0,0,0,34102,Rohit Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length and just outside off, not too much movement on that one, gets forward and pats it into the off side off the middle"
2,110,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,1,0,"Shaheen Shah Afridi to Rahul, no run",0,0,0,422108,KL Rahul,0,1,1072470,Shaheen Shah Afridi,0.1,0,0,0,34102,Rohit Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length and just outside off, not too much movement on that one, gets forward and pats it into the off side off the middle"
3,120,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,2,0,"Shaheen Shah Afridi to Rahul, no run",0,0,0,422108,KL Rahul,0,2,1072470,Shaheen Shah Afridi,0.2,0,0,0,34102,Rohit Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length and a hint of shape inwards this time, Rahul leans into a cover drive but this nips back in and goes off the sticker"
4,130,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,3,1,"Shaheen Shah Afridi to Rahul, 1 run",0,0,0,422108,KL Rahul,1,3,1072470,Shaheen Shah Afridi,0.3,0,1,0,34102,Rohit Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length at middle stump, closes the face and turns it into the leg side"
5,140,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,4,0,"Shaheen Shah Afridi to Sharma, OUT",0,0,0,34102,Rohit Sharma,0,1,1072470,Shaheen Shah Afridi,0.4,0,1,1,422108,KL Rahul,1,3,0,0,0,0,0,0,34102,Rohit Sharma,Shaheen Shah Afridi,0,1,RG Sharma lbw b Shaheen Shah Afridi 0 (6m 1b 0x4 0x6) SR: 0.00,0,"<b>bang on the money!</b> Peak Shaheen. What a bowler. This is yorker length, marginal bend inwards, nothing exagerrated. But the direction on this and the pace on it have given Rohit no chance. He's hurriedly getting the front leg out of the way as it curves in late and trying to whip it through midwicket. He's caught in front of middle stump on his back leg. Too good to sort that out first ball"
6,150,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,5,0,"Shaheen Shah Afridi to Kohli, no run",0,0,0,253802,Virat Kohli,0,1,1072470,Shaheen Shah Afridi,0.5,0,1,1,422108,KL Rahul,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length and rising in the corridor, left alone"
7,160,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,1,6,1,"Shaheen Shah Afridi to Kohli, 1 run",0,0,0,253802,Virat Kohli,1,2,1072470,Shaheen Shah Afridi,1,0,2,1,422108,KL Rahul,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"good length and just outside off, leans in and pushes with hard hands. Gets it off the inside half, bat turning, and a single at midwicket"
8,11010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,1,1,"Imad Wasim to Kohli, 1 run",0,0,0,253802,Virat Kohli,2,3,227758,Imad Wasim,0.1,0,1,0,422108,KL Rahul,1,3,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"good length and curved into the pad, clipped with the angle to short fine"
9,11020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,2,0,"Imad Wasim to Rahul, no run",0,0,0,422108,KL Rahul,1,4,227758,Imad Wasim,0.2,0,1,0,253802,Virat Kohli,2,3,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"full and just outside off, another arm ball, driven to extra cover"
10,11030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,3,1,"Imad Wasim to Rahul, 1 run",0,0,0,422108,KL Rahul,2,5,227758,Imad Wasim,0.3,0,2,0,253802,Virat Kohli,2,3,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"good length and floated in at leg stump, pushed through square leg off the back foot"
11,11040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,4,1,"Imad Wasim to Kohli, 1 run",0,0,0,253802,Virat Kohli,3,4,227758,Imad Wasim,0.4,0,3,0,422108,KL Rahul,2,5,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"good length and in at middle stump, leans in and pushes towards long-on"
12,11050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,5,0,"Imad Wasim to Rahul, no run",0,0,0,422108,KL Rahul,2,6,227758,Imad Wasim,0.5,0,3,0,253802,Virat Kohli,3,4,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"good length and tight at middle and leg, patted to midwicket off the back foot"
13,11060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,2,6,1,"Imad Wasim to Rahul, 1 run",0,0,0,422108,KL Rahul,3,7,227758,Imad Wasim,1,0,4,0,253802,Virat Kohli,3,4,1072470,Shaheen Shah Afridi,1,0,2,1,0,0,0,0,0,0,0,"good length at middle stump, punched to long-on off the back foot"
14,12010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,1,0,"Shaheen Shah Afridi to Rahul, OUT",0,0,0,422108,KL Rahul,3,8,1072470,Shaheen Shah Afridi,1.1,0,2,2,253802,Virat Kohli,3,4,227758,Imad Wasim,1,0,4,0,422108,0,0,0,0,0,0,"<b>and another!</b> Rahul's played around this and lost his wickets. Shaheen Afridi is spitting fire here! India have no answers at the moment. This is good length, shaped in from <strike>the corridor</strike> off stump. Rahul leans in and closes the face on it to try and play with the angle into him. It looks like he's missed and this has gone off the thigh and into the stumps. Might have been an inside edge first too. Fully cramped and playing across the line"
15,12020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,2,0,"Shaheen Shah Afridi to Yadav, no run",0,0,0,446507,Suryakumar Yadav,0,1,1072470,Shaheen Shah Afridi,1.2,0,2,2,253802,Virat Kohli,3,4,227758,Imad Wasim,1,0,4,0,0,0,0,0,0,0,0,"good length and across off stump, pushed to extra cover off the front foot"
16,12030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,3,0,"Shaheen Shah Afridi to Yadav, no run",0,0,0,446507,Suryakumar Yadav,0,2,1072470,Shaheen Shah Afridi,1.3,0,2,2,253802,Virat Kohli,3,4,227758,Imad Wasim,1,0,4,0,0,0,0,0,0,0,0,"low full toss just outside off, looks to whip it into the leg side, toe-ends it"
17,12040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,4,1,"Shaheen Shah Afridi to Yadav, 1 run",0,0,0,446507,Suryakumar Yadav,1,3,1072470,Shaheen Shah Afridi,1.4,0,3,2,253802,Virat Kohli,3,4,227758,Imad Wasim,1,0,4,0,0,0,0,0,0,0,0,"full and just outside off, shuffles and mistimes a flick to mid-on's right"
18,12050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,5,1,"Shaheen Shah Afridi to Kohli, 1 run",0,0,0,253802,Virat Kohli,4,5,1072470,Shaheen Shah Afridi,1.5,0,4,2,446507,Suryakumar Yadav,1,3,227758,Imad Wasim,1,0,4,0,0,0,0,0,0,0,0,"good length at leg stump, leans in and flicks to deep square"
19,12060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,3,6,6,"Shaheen Shah Afridi to Yadav, SIX",1,0,0,446507,Suryakumar Yadav,7,4,1072470,Shaheen Shah Afridi,2,0,10,2,253802,Virat Kohli,4,5,227758,Imad Wasim,1,0,4,0,0,0,0,0,0,0,0,"<b>just clears deep square!</b> Heart in the mouth for a moment there for sure if you're the batter, but that is crisply struck. It's short and slanted across the corridor but he doesn't let it go across him. Closes the face on it, brings out his quick wrists and gets this short-arm pull over the man"
20,13010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,1,0,"Imad Wasim to Kohli, no run",0,0,0,253802,Virat Kohli,4,6,227758,Imad Wasim,1.1,0,4,0,446507,Suryakumar Yadav,7,4,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"good length at middle stump, pushed into the leg side"
21,13020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,2,0,"Imad Wasim to Kohli, no run",0,0,0,253802,Virat Kohli,4,7,227758,Imad Wasim,1.2,0,4,0,446507,Suryakumar Yadav,7,4,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"good length and at middle stump, gets well forward and pushes in front of the body"
22,13030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,3,1,"Imad Wasim to Kohli, 1 run",0,0,0,253802,Virat Kohli,5,8,227758,Imad Wasim,1.3,0,5,0,446507,Suryakumar Yadav,7,4,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"good length at middle stump, punched down to long-on with the angle"
23,13040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,4,1,"Imad Wasim to Yadav, 1 leg bye",0,0,0,446507,Suryakumar Yadav,7,5,227758,Imad Wasim,1.4,0,5,0,253802,Virat Kohli,5,8,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"<b>big appeal for lbw</b> but he was outside off when he was struck I think. Rizwan has a word with Babar and then there's no review. Full ball outside off, misses on the sweep, takes the leg bye at short third"
24,13050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,5,1,"Imad Wasim to Kohli, 1 run",0,0,0,253802,Virat Kohli,6,9,227758,Imad Wasim,1.5,0,6,0,446507,Suryakumar Yadav,7,5,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"good length at off stump, gets forward and jabs into the covers"
25,13060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,4,6,4,"Imad Wasim to Yadav, FOUR",1,0,0,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,253802,Virat Kohli,6,9,1072470,Shaheen Shah Afridi,2,0,10,2,0,0,0,0,0,0,0,"<b>lovely shot.</b> Vintage SKY. Good length at leg stump, gets down swiftly and sweeps confidently past short fine"
26,14010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,1,2,"Shaheen Shah Afridi to Kohli, 2 runs",0,0,0,253802,Virat Kohli,8,10,1072470,Shaheen Shah Afridi,2.1,0,12,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"good length and across middle stump, walks down at that and flicks into the vacant midwicket region to pick up two to deep square's left"
27,14020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,2,0,"Shaheen Shah Afridi to Kohli, no run",0,0,0,253802,Virat Kohli,8,11,1072470,Shaheen Shah Afridi,2.2,0,12,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"good length and just outside off, down the track again and pushes into the covers"
28,14030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,3,0,"Shaheen Shah Afridi to Kohli, no run",0,0,0,253802,Virat Kohli,8,12,1072470,Shaheen Shah Afridi,2.3,0,12,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"good length and tight at off stump, stays deep in the crease and can only steer this to point with an open face"
29,14040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,4,0,"Shaheen Shah Afridi to Kohli, no run",0,0,0,253802,Virat Kohli,8,13,1072470,Shaheen Shah Afridi,2.4,0,12,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"offcutter at a length, just outside off. Driven on the rise to cover point"
30,14050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,5,6,"Shaheen Shah Afridi to Kohli, SIX",1,0,0,253802,Virat Kohli,14,14,1072470,Shaheen Shah Afridi,2.5,0,18,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"<b>sweeeet.</b> This has been clattered. Good length ball at middle and leg, rising up at Kohli who has walked into the leg side. And he uses that bounce and his wrists to whip this over mid-on. And it's come off the absolute middle of the bat before its flown over the boundary"
31,14060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,5,6,1,"Shaheen Shah Afridi to Kohli, 1 run",0,0,0,253802,Virat Kohli,15,15,1072470,Shaheen Shah Afridi,3,0,19,2,446507,Suryakumar Yadav,11,6,227758,Imad Wasim,2,0,10,0,0,0,0,0,0,0,0,"yorker curving away from middle stump, leans in and stabs that to mid-off"
32,15010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,1,0,"Hasan Ali to Kohli, no run",0,0,0,253802,Virat Kohli,15,16,681305,Hasan Ali,0.1,0,0,0,446507,Suryakumar Yadav,11,6,1072470,Shaheen Shah Afridi,3,0,19,2,0,0,0,0,0,0,0,"good length and slanted in at off stump, walks down at it and turns it to midwicket"
33,15020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,2,1,"Hasan Ali to Kohli, 1 run",0,0,0,253802,Virat Kohli,16,17,681305,Hasan Ali,0.2,0,1,0,446507,Suryakumar Yadav,11,6,1072470,Shaheen Shah Afridi,3,0,19,2,0,0,0,0,0,0,0,"length and just outside off, opens the face and runs it to third man"
34,15030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,3,0,"Hasan Ali to Yadav, no run",0,0,0,446507,Suryakumar Yadav,11,7,681305,Hasan Ali,0.3,0,1,0,253802,Virat Kohli,16,17,1072470,Shaheen Shah Afridi,3,0,19,2,0,0,0,0,0,0,0,"good length and just outside off, pushed to point off the back foot"
35,15040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,4,0,"Hasan Ali to Yadav, OUT",0,0,0,446507,Suryakumar Yadav,11,8,681305,Hasan Ali,0.4,0,1,1,253802,Virat Kohli,16,17,1072470,Shaheen Shah Afridi,3,0,19,2,446507,0,0,0,0,0,0,"<b>lovely grab by Rizwan!</b> Banged in at a length, lands on the seam and straightens <i>just</i> a bit as SKY gets down the pitch to try and punch it on the rise. That bit of straightening has done him outside off and this is a big deflection off the outside edge. Rizwan does really well to track this to his right and hold on, that was a touch wider than a first slip would have been"
36,15050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,5,1,"Hasan Ali to Pant, 1 run",0,0,0,931581,Rishabh Pant,1,1,681305,Hasan Ali,0.5,0,2,1,253802,Virat Kohli,16,17,1072470,Shaheen Shah Afridi,3,0,19,2,0,0,0,0,0,0,0,"good length and just outside off, turned into the leg side with the angle"
37,15060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,6,6,4,"Hasan Ali to Kohli, FOUR",1,0,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,931581,Rishabh Pant,1,1,1072470,Shaheen Shah Afridi,3,0,19,2,0,0,0,0,0,0,0,"<b>squeezed past cover and point</b> to end the powerplay. This is length, skidding on nicely outside off, and Kohli with a trademark push at the ball, the face opening at the last moment to bisect those two fielders"
38,16010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,1,0,"Shadab Khan to Pant, no run",0,0,0,931581,Rishabh Pant,1,2,922943,Shadab Khan,0.1,0,0,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"full at middle stump, driven back at the bowler on the bounce"
39,16020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,2,0,"Shadab Khan to Pant, no run",0,0,0,931581,Rishabh Pant,1,3,922943,Shadab Khan,0.2,0,0,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"full and turning into the pad at a leg stump line, can't get the flick off the bat"
40,16030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,3,0,"Shadab Khan to Pant, no run",0,0,0,931581,Rishabh Pant,1,4,922943,Shadab Khan,0.3,0,0,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"good length and turning in at leg stump, glanced with the turn to short fine"
41,16040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,4,2,"Shadab Khan to Pant, 2 runs",0,0,0,931581,Rishabh Pant,3,5,922943,Shadab Khan,0.4,0,2,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"shot. Short of a length and skidding on, but he's picked the variation. Waits on it and chops it to sweeper's left"
42,16050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,5,0,"Shadab Khan to Pant, no run",0,0,0,931581,Rishabh Pant,3,6,922943,Shadab Khan,0.5,0,2,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"good length at middle stump, steps out and clips to midwicket"
43,16060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,7,6,1,"Shadab Khan to Pant, 1 run",0,0,0,931581,Rishabh Pant,4,7,922943,Shadab Khan,1,0,3,0,253802,Virat Kohli,20,18,681305,Hasan Ali,1,0,6,1,0,0,0,0,0,0,0,"full at leg stump, steps out and flicks to deep midwicket's left. Hasan Ali rapidly onto it to prevent any thoughts of a second"
44,17010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,1,0,"Mohammad Hafeez to Pant, no run",0,0,0,931581,Rishabh Pant,4,8,41434,Mohammad Hafeez,0.1,0,0,0,253802,Virat Kohli,20,18,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"good length at middle stump, tight at his body, he pushes it down the pitch"
45,17020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,2,1,"Mohammad Hafeez to Pant, 1 run",0,0,0,931581,Rishabh Pant,5,9,41434,Mohammad Hafeez,0.2,0,1,0,253802,Virat Kohli,20,18,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"good length outside off, gets low and sweeps along the ground to deep square's right"
46,17030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,3,1,"Mohammad Hafeez to Kohli, 1 run",0,0,0,253802,Virat Kohli,21,19,41434,Mohammad Hafeez,0.3,0,2,0,931581,Rishabh Pant,5,9,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"good length outside off, leans in and flicks to long-on"
47,17040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,4,0,"Mohammad Hafeez to Pant, no run",0,0,0,931581,Rishabh Pant,5,10,41434,Mohammad Hafeez,0.4,0,2,0,253802,Virat Kohli,21,19,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"<B>Rizwan is convinced he has Pant caught behind.</b> Erasmus says no. Pakistan have reviewed immediately. This is a good length ball, rising and turning marginally away outside off. Pant has attempted a reverse sweep. It's <strike>definitely hit his arm</strike> not hit anything on the way to Rizwan. Flatline. <b>Not out</b>"
48,17050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,5,1,"Mohammad Hafeez to Pant, 1 run",0,0,0,931581,Rishabh Pant,6,11,41434,Mohammad Hafeez,0.5,0,3,0,253802,Virat Kohli,21,19,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"short of a length and tight at off stump, backs away and punches to sweeper cover"
49,17060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,8,6,1,"Mohammad Hafeez to Kohli, 1 run",0,0,0,253802,Virat Kohli,22,20,41434,Mohammad Hafeez,1,0,4,0,931581,Rishabh Pant,6,11,922943,Shadab Khan,1,0,3,0,0,0,0,0,0,0,0,"good length at leg stump, uppishly jabbed to midwicket's right off the back foot"
50,18010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,1,1,"Shadab Khan to Kohli, 1 run",0,0,0,253802,Virat Kohli,23,21,922943,Shadab Khan,1.1,0,4,0,931581,Rishabh Pant,6,11,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"dipping full toss at middle stump, reaches out and has a swish. Off the inside edge to deep midwicket"
51,18020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,2,0,"Shadab Khan to Pant, no run",0,0,0,931581,Rishabh Pant,6,12,922943,Shadab Khan,1.2,0,4,0,253802,Virat Kohli,23,21,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"<B>beaten.</b> Googly at a length outside off, Pant looks to swing across the line but that turns away"
52,18030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,3,2,"Shadab Khan to Pant, 2 runs",0,0,0,931581,Rishabh Pant,8,13,922943,Shadab Khan,1.3,0,6,0,253802,Virat Kohli,23,21,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"oh lovely work by Haris at the fence. Short and wide outside off, absolutely muscled off the back foot towards the point boundary, but he puts in a slide and stops that"
53,18040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,4,1,"Shadab Khan to Pant, 1 run",0,0,0,931581,Rishabh Pant,9,14,922943,Shadab Khan,1.4,0,7,0,253802,Virat Kohli,23,21,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"<b>toe-end slog</b> ends up safely in front of long-off. This is good length and wide outside off, he can't manage to gets the bat around it"
54,18050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,5,1,"Shadab Khan to Kohli, 1 run",0,0,0,253802,Virat Kohli,24,22,922943,Shadab Khan,1.5,0,8,0,931581,Rishabh Pant,9,14,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"good length, possibly a googly, in at off stump. Gets deep in the crease and flicks it off the thick inside edge through midwicket. Shadab chases it down and keeps them to one"
55,18060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,9,6,4,"Shadab Khan to Pant, FOUR",1,0,0,931581,Rishabh Pant,13,15,922943,Shadab Khan,2,0,12,0,253802,Virat Kohli,24,22,41434,Mohammad Hafeez,1,0,4,0,0,0,0,0,0,0,0,"that's a gift to Pant, and he's taken it gratefully. Attempted googly lands short and down leg side. Pant gets on one knee and swipes this over short fine"
56,19010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,1,1,"Mohammad Hafeez to Kohli, 1 run",0,0,0,253802,Virat Kohli,25,23,41434,Mohammad Hafeez,1.1,0,5,0,931581,Rishabh Pant,13,15,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,"good length and across off stump, gets deep in the crease and clips through square leg"
57,19020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,2,4,"Mohammad Hafeez to Pant, FOUR",1,0,0,931581,Rishabh Pant,17,16,41434,Mohammad Hafeez,1.2,0,9,0,253802,Virat Kohli,25,23,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,"finds the gap! Short of a length and coming in with his around-the-wicket angle. Tight at off stump, but Pant manages to get rapid hands to scythe this from inside the line and get it wide of short third"
58,19030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,3,1,"Mohammad Hafeez to Pant, 1 run",0,0,0,931581,Rishabh Pant,18,17,41434,Mohammad Hafeez,1.3,0,10,0,253802,Virat Kohli,25,23,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,"good length at middle stump, steps out and pushes towards long-on"
59,19040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,4,1,"Mohammad Hafeez to Kohli, 1 run",0,0,0,253802,Virat Kohli,26,24,41434,Mohammad Hafeez,1.4,0,11,0,931581,Rishabh Pant,18,17,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,"good length and turning into leg stump, flicked through square leg"
60,19050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,5,0,"Mohammad Hafeez to Pant, no run",0,0,0,931581,Rishabh Pant,18,18,41434,Mohammad Hafeez,1.5,0,11,0,253802,Virat Kohli,26,24,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,good length and sliding on quickly into the pad from middle stump as Pant jumps down and looks to whip through midwicket
61,19060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,10,6,1,"Mohammad Hafeez to Pant, 1 run",0,0,0,931581,Rishabh Pant,19,19,41434,Mohammad Hafeez,2,0,12,0,253802,Virat Kohli,26,24,922943,Shadab Khan,2,0,12,0,0,0,0,0,0,0,0,"short of a length outside off, deep in the crease as he caresses this to deep midwicket"
62,110010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,1,1,"Haris Rauf to Pant, 1 run",0,0,0,931581,Rishabh Pant,20,20,1161606,Haris Rauf,0.1,0,1,0,253802,Virat Kohli,26,24,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"short, slanting away into a wide-ish line outside off, slapped to deep point"
63,110030,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,2,1,"Haris Rauf to Kohli, 1 run",0,0,0,253802,Virat Kohli,27,25,1161606,Haris Rauf,0.2,0,3,0,931581,Rishabh Pant,20,20,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"length ball close to off stump, straightens off the deck. Shuffles across and looks to work it to midwicket, gets a thick leading edge down to deep third"
64,110020,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,2,1,"Haris Rauf to Kohli, 1 wide",0,1,0,253802,Virat Kohli,26,24,1161606,Haris Rauf,0.1,0,2,0,931581,Rishabh Pant,20,20,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"fires a quick, full ball down the leg side, past the attempted flick"
65,110040,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,3,1,"Haris Rauf to Pant, 1 run",0,0,0,931581,Rishabh Pant,21,21,1161606,Haris Rauf,0.3,0,4,0,253802,Virat Kohli,27,25,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"full, slanting across to finish just outside off. Drives with an open face to deep third"
66,110050,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,4,1,"Haris Rauf to Kohli, 1 run",0,0,0,253802,Virat Kohli,28,26,1161606,Haris Rauf,0.4,0,5,0,931581,Rishabh Pant,21,21,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"length ball on off stump, clipped towards mid-on, without much timing, but that makes it easier for the batters to scamper the single with the fielder on the edge of the circle"
67,110060,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,5,0,"Haris Rauf to Pant, no run",0,0,0,931581,Rishabh Pant,21,22,1161606,Haris Rauf,0.5,0,5,0,253802,Virat Kohli,28,26,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"full, slanting across to off stump, too full for Pant to get under. Driven firmly but straight to extra-cover"
68,110070,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,11,6,1,"Haris Rauf to Pant, 1 run",0,0,0,931581,Rishabh Pant,22,23,1161606,Haris Rauf,1,0,6,0,253802,Virat Kohli,28,26,41434,Mohammad Hafeez,2,0,12,0,0,0,0,0,0,0,0,"full on off stump, not quite as full as the previous ball, brings his wrists into play to drive against the angle to long-on"
69,111010,1273727,INDIA v PAK,INDIA,PAK,INDIA,1,12,1,0,"Hasan Ali to Pant, no run",0,0,0,931581,Rishabh Pant,22,24,681305,Hasan Ali,1.1,0,6,1,253802,Virat Kohli,28,26,1161606,Haris Rauf,1,0,6,0,0,0,0,0,0,0,0,"length ball on off stump, looks to step out and make room but too far from the pitch of the ball to really go hard at it. Slapped to extra-cover"
